accepted_worse_count,arithmetic_optimal,arithmetic_quantum,arithmetic_spread_lower_bound,beam_width,cooling_rate,dual_bound,feasibility_proven,highs_model_optimal,highs_optimal,hit_time_cap,incumbent,initial_temperature,initialization_time_seconds,iterations,layer_end,layer_start,layers,m,max_iterations,max_rounds,median_time_seconds,method,milp_binary_variables,milp_mode,min_temperature,mip_gap,mip_node_count,optimality_proof,placement_method,plan,plan_sha256,prune_ratio,random_seed,refinement_neighborhood,refinement_time_seconds,relative_spread,relative_spread_percent,solver_message,solver_optimal,solver_reported_objective,solver_status,solver_success,spread,spread_upper_bound,tabu_tenure,tau0,timing_repeats,total_load_quanta,total_rank_weight_load,warmup_runs
,,,,,,,,,,,1792.0,,,,48,36,12,4,,,0.0059167270082980394,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.008478425435276306,0.8478425435276306,sort initialization with local refinement,,,0,,1792.0,,,128,5,,,1
,,,,,,127.99999999633292,,,,,128.0,,,,48,36,12,4,,,22.260291659040377,milp_assignment,192,,,0.0,60796,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.0006056018168054504,0.06056018168054504,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,127.99999999633292,0,True,128.0,,,128,1,,,0
,,,,,,,,,,,512.0,,,,16,0,16,4,,,0.0021198061294853687,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.001913189046992706,0.1913189046992706,sort initialization with local refinement,,,0,,512.0,,,128,5,,,1
,,,,,,,,,,,512.0,,,,16,0,16,4,,,0.007998823886737227,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.001913189046992706,0.1913189046992706,sort initialization with local refinement,,,0,,512.0,,,128,5,,,1
,,,,,,1.0,,,,,128.0,,,,16,0,16,4,,,300.0373286770191,milp_assignment,256,,,0.9921874999464144,341870,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.0004782972617481765,0.04782972617481765,Time limit reached. (HiGHS Status 13: Time limit reached),False,127.99999912205385,1,False,128.0,,,128,1,,,0
,,,,,,,,,,,1664.0,,,,32,16,16,4,,,0.0028354681562632322,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.005963986695721986,0.5963986695721987,sort initialization with local refinement,,,0,,1664.0,,,128,5,,,1
,,,,,,,,,,,1664.0,,,,32,16,16,4,,,0.008006345946341753,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.005963986695721986,0.5963986695721987,sort initialization with local refinement,,,0,,1664.0,,,128,5,,,1
,,,,,,0.0,,,,,128.0,,,,32,16,16,4,,,300.0320845840033,milp_assignment,256,,,1.0,364192,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.00045876820736322975,0.045876820736322974,Time limit reached. (HiGHS Status 13: Time limit reached),False,127.99999867560109,1,False,128.0,,,128,1,,,0
,,,,,,,,,,,1664.0,,,,48,32,16,4,,,0.0028232550248503685,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.005961251862891207,0.5961251862891207,sort initialization with local refinement,,,0,,1664.0,,,128,5,,,1
,,,,,,,,,,,1664.0,,,,48,32,16,4,,,0.0055502899922430515,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.005961251862891207,0.5961251862891207,sort initialization with local refinement,,,0,,1664.0,,,128,5,,,1
,,,,,,43.0,,,,,128.0,,,,48,32,16,4,,,300.0305734530557,milp_assignment,256,,,0.6640624999937366,412092,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.00045855783560701593,0.04585578356070159,Time limit reached. (HiGHS Status 13: Time limit reached),False,127.99999999761349,1,False,128.0,,,128,1,,,0
,,,,,,,,,,,1408.0,,,,24,0,24,4,,,0.0031570671126246452,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.003418803418803419,0.3418803418803419,sort initialization with local refinement,,,0,,1408.0,,,128,5,,,1
,,,,,,,,,,,768.0,,,,24,0,24,4,,,0.008450934896245599,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.0018648018648018648,0.1864801864801865,sort initialization with local refinement,,,0,,768.0,,,128,5,,,1
,,,,,,0.0,,,,,128.0,,,,24,0,24,4,,,300.0443881149404,milp_assignment,384,,,1.0,287487,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.0003108003108003108,0.03108003108003108,Time limit reached. (HiGHS Status 13: Time limit reached),False,127.99999900016701,1,False,128.0,,,128,1,,,0
,,,,,,,,,,,2048.0,,,,48,24,24,4,,,0.0042787480633705854,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.004947816003092385,0.49478160030923846,sort initialization with local refinement,,,0,,2048.0,,,128,5,,,1
,,,,,,,,,,,512.0,,,,48,24,24,4,,,0.008485037833452225,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.0012369540007730962,0.12369540007730961,sort initialization with local refinement,,,0,,512.0,,,128,5,,,1
,,,,,,64.0,,,,,128.0,,,,48,24,24,4,,,300.0160263599828,milp_assignment,384,,,0.4999999976541858,212843,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.00030923850019327404,0.030923850019327404,Time limit reached. (HiGHS Status 13: Time limit reached),False,127.99999939947156,1,False,128.0,,,128,1,,,0
,,,,,,,,,,,1280.0,,,,32,0,32,4,,,0.0056754229590296745,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.002341646177262616,0.23416461772626157,sort initialization with local refinement,,,0,,1280.0,,,128,5,,,1
,,,,,,,,,,,256.0,,,,32,0,32,4,,,0.011343889171257615,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.0004683292354525231,0.046832923545252314,sort initialization with local refinement,,,0,,256.0,,,128,5,,,1
,,,,,,0.0,,,,,128.0,,,,32,0,32,4,,,300.01165998587385,milp_assignment,512,,,1.0,227291,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.00023416461772626156,0.023416461772626157,Time limit reached. (HiGHS Status 13: Time limit reached),False,127.99999929685146,1,False,128.0,,,128,1,,,0
,,,,,,,,,,,256.0,,,,48,0,48,4,,,0.006298414897173643,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.00031001743848091455,0.031001743848091456,sort initialization with local refinement,,,0,,256.0,,,128,5,,,1
,,,,,,,,,,,256.0,,,,48,0,48,4,,,0.01715514180250466,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.00031001743848091455,0.031001743848091456,sort initialization with local refinement,,,0,,256.0,,,128,5,,,1
,,,,,,43.00000000395812,,,,,128.0,,,,48,0,48,4,,,300.04852150403894,milp_assignment,768,,,0.6640624978169001,144327,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p30.pt,af4e07085878198a8757a5680a1d4289071f093ab3ac6cd1b26490fc423b094e,0.3,,,,0.00015500871924045728,0.015500871924045728,Time limit reached. (HiGHS Status 13: Time limit reached),False,127.99999917997047,1,False,128.0,,,128,1,,,0
,,,,,,,,,,,10368.0,,,,4,0,4,4,,,0.00037970603443682194,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.21038961038961038,21.038961038961038,sort initialization with local refinement,,,0,,10368.0,,,0,5,,,1
,,,,,,,,,,,10368.0,,,,4,0,4,4,,,0.000731507083401084,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.21038961038961038,21.038961038961038,sort initialization with local refinement,,,0,,10368.0,,,0,5,,,1
,,,,,,896.0,,,,,896.0,,,,4,0,4,4,,,0.10384420002810657,milp_assignment,64,,,0.0,7,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.01818181818181818,1.8181818181818181,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,896.0,0,True,896.0,,,0,1,,,0
,,,,,,,,,,,7680.0,,,,8,4,4,4,,,0.0005386958364397287,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.16183412002697237,16.183412002697235,sort initialization with local refinement,,,0,,7680.0,,,128,5,,,1
,,,,,,,,,,,7680.0,,,,8,4,4,4,,,0.0012290941085666418,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.16183412002697237,16.183412002697235,sort initialization with local refinement,,,0,,7680.0,,,128,5,,,1
,,,,,,383.99999999802094,,,,,384.0,,,,8,4,4,4,,,0.1067058271728456,milp_assignment,64,,,0.0,12,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.008091706001348618,0.8091706001348618,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,383.99999999802094,0,True,384.0,,,128,1,,,0
,,,,,,,,,,,6144.0,,,,12,8,4,4,,,0.000834612874314189,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.13204951856946354,13.204951856946353,sort initialization with local refinement,,,0,,6144.0,,,128,5,,,1
,,,,,,,,,,,6144.0,,,,12,8,4,4,,,0.0022192010655999184,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.13204951856946354,13.204951856946353,sort initialization with local refinement,,,0,,6144.0,,,128,5,,,1
,,,,,,2303.99999999992,,,,,2304.0,,,,12,8,4,4,,,0.1265079111326486,milp_assignment,64,,,0.0,51,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.04951856946354883,4.951856946354883,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2303.99999999992,0,True,2304.0,,,128,1,,,0
,,,,,,,,,,,1280.0,,,,16,12,4,4,,,0.0003962370101362467,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.027605244996549344,2.7605244996549345,sort initialization with local refinement,,,0,,1280.0,,,128,5,,,1
,,,,,,,,,,,1280.0,,,,16,12,4,4,,,0.0007323869504034519,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.027605244996549344,2.7605244996549345,sort initialization with local refinement,,,0,,1280.0,,,128,5,,,1
,,,,,,768.0,,,,,768.0,,,,16,12,4,4,,,0.09110095794312656,milp_assignment,64,,,0.0,5,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.016563146997929608,1.6563146997929608,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,768.0,0,True,768.0,,,128,1,,,0
,,,,,,,,,,,1536.0,,,,20,16,4,4,,,0.0005322278011590242,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.029869321717486,2.9869321717485997,sort initialization with local refinement,,,0,,1536.0,,,128,5,,,1
,,,,,,,,,,,1536.0,,,,20,16,4,4,,,0.001234531169757247,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.029869321717486,2.9869321717485997,sort initialization with local refinement,,,0,,1536.0,,,128,5,,,1
,,,,,,511.9999999999927,,,,,512.0,,,,20,16,4,4,,,0.08281994704157114,milp_assignment,64,,,0.0,22,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.009956440572495333,0.9956440572495333,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,511.9999999999927,0,True,512.0,,,128,1,,,0
,,,,,,,,,,,2432.0,,,,24,20,4,4,,,0.000688204076141119,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.04804045512010114,4.804045512010114,sort initialization with local refinement,,,0,,2432.0,,,128,5,,,1
,,,,,,,,,,,2432.0,,,,24,20,4,4,,,0.0017138090915977955,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.04804045512010114,4.804045512010114,sort initialization with local refinement,,,0,,2432.0,,,128,5,,,1
,,,,,,1919.9999999972497,,,,,1920.0,,,,24,20,4,4,,,0.13154224306344986,milp_assignment,64,,,0.0,28,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.03792667509481669,3.792667509481669,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,1919.9999999972497,0,True,1920.0,,,128,1,,,0
,,,,,,,,,,,4224.0,,,,28,24,4,4,,,0.0003743499983102083,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.08949152542372882,8.949152542372882,sort initialization with local refinement,,,0,,4224.0,,,128,5,,,1
,,,,,,,,,,,4224.0,,,,28,24,4,4,,,0.0007346628699451685,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.08949152542372882,8.949152542372882,sort initialization with local refinement,,,0,,4224.0,,,128,5,,,1
,,,,,,2560.0,,,,,2560.0,,,,28,24,4,4,,,0.212281882064417,milp_assignment,64,,,0.0,31,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.05423728813559322,5.423728813559322,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2560.0,0,True,2560.0,,,128,1,,,0
,,,,,,,,,,,9856.0,,,,32,28,4,4,,,0.0005332590080797672,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.19974059662775617,19.974059662775616,sort initialization with local refinement,,,0,,9856.0,,,128,5,,,1
,,,,,,,,,,,9856.0,,,,32,28,4,4,,,0.0012346890289336443,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.19974059662775617,19.974059662775616,sort initialization with local refinement,,,0,,9856.0,,,128,5,,,1
,,,,,,4095.999999999978,,,,,4096.0,,,,32,28,4,4,,,0.13701726612634957,milp_assignment,64,,,0.0,34,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.08300907911802853,8.300907911802852,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4095.999999999978,0,True,4096.0,,,128,1,,,0
,,,,,,,,,,,2304.0,,,,36,32,4,4,,,0.0005478658713400364,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.048354600402955,4.8354600402955,sort initialization with local refinement,,,0,,2304.0,,,128,5,,,1
,,,,,,,,,,,2304.0,,,,36,32,4,4,,,0.0015006761532276869,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.048354600402955,4.8354600402955,sort initialization with local refinement,,,0,,2304.0,,,128,5,,,1
,,,,,,2303.9999999890715,,,,,2304.0,,,,36,32,4,4,,,0.06619202299043536,milp_assignment,64,,,0.0,11,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.048354600402955,4.8354600402955,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2303.9999999890715,0,True,2304.0,,,128,1,,,0
,,,,,,,,,,,7424.0,,,,40,36,4,4,,,0.0003890520893037319,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.14900449582530506,14.900449582530506,sort initialization with local refinement,,,0,,7424.0,,,128,5,,,1
,,,,,,,,,,,7424.0,,,,40,36,4,4,,,0.0007353629916906357,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.14900449582530506,14.900449582530506,sort initialization with local refinement,,,0,,7424.0,,,128,5,,,1
,,,,,,3584.0,,,,,3584.0,,,,40,36,4,4,,,0.08172662882134318,milp_assignment,64,,,0.0,10,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.07193320488118175,7.193320488118175,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,3584.0,0,True,3584.0,,,128,1,,,0
,,,,,,,,,,,5632.0,,,,44,40,4,4,,,0.0006890180520713329,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.10532615200478755,10.532615200478755,sort initialization with local refinement,,,0,,5632.0,,,128,5,,,1
,,,,,,,,,,,5632.0,,,,44,40,4,4,,,0.0017605770844966173,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.10532615200478755,10.532615200478755,sort initialization with local refinement,,,0,,5632.0,,,128,5,,,1
,,,,,,4351.999999998734,,,,,4352.0,,,,44,40,4,4,,,0.12527860514819622,milp_assignment,64,,,0.0,37,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.08138839018551765,8.138839018551765,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,4351.999999998734,0,True,4352.0,,,128,1,,,0
,,,,,,,,,,,10880.0,,,,48,44,4,4,,,0.0003781199920922518,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.2147820593809223,21.47820593809223,sort initialization with local refinement,,,0,,10880.0,,,128,5,,,1
,,,,,,,,,,,10880.0,,,,48,44,4,4,,,0.0007399909663945436,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.2147820593809223,21.47820593809223,sort initialization with local refinement,,,0,,10880.0,,,128,5,,,1
,,,,,,2687.999999999978,,,,,2688.0,,,,48,44,4,4,,,0.10567550105042756,milp_assignment,64,,,0.0,30,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.053063802905874924,5.306380290587493,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,2687.999999999978,0,True,2688.0,,,128,1,,,0
,,,,,,,,,,,1664.0,,,,8,0,8,4,,,0.0008931159973144531,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.017201455507773734,1.7201455507773733,sort initialization with local refinement,,,0,,1664.0,,,128,5,,,1
,,,,,,,,,,,1664.0,,,,8,0,8,4,,,0.0015354100614786148,greedy_full_bijection,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.017201455507773734,1.7201455507773733,sort initialization with local refinement,,,0,,1664.0,,,128,5,,,1
,,,,,,127.9999999414431,,,,,128.0,,,,8,0,8,4,,,42.85702012502588,milp_assignment,128,,,0.0,156182,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.0013231888852133643,0.13231888852133644,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,127.9999999414431,0,True,128.0,,,128,1,,,0
,,,,,,,,,,,3328.0,,,,16,8,8,4,,,0.0014082109555602074,greedy_pairwise_swap,,,,,,,,/home/dyf/data/MARS-results/storage/ep4_plans/qwen3-vl-30b-a3b-p50.pt,c0f9e05d1bb0c6815f95699c479cf03a5ea76c21c0a8f8dfa5501b6f0ff74279,0.5,,,,0.035825008611780916,3.5825008611780915,sort initialization with local refinement,,,0,,3328.0,,,128,5,,,1
